"","brand_quality","price","season","return_rate","channel","mean_size","subcategory_0","subcategory_2","category_2","category_3","category_4","category_5"
"23",0,0.249262149318886,0,"0.111111111111111","1",0.446305833373735,0,0,0,1,0,0
"24",1,-0.0648690207902472,1,"0.0869565217391304","0",0.605973564828077,0,0,0,1,0,0
"25",0,1.13060120204122,1,"0.421875","1",-0.192365092443634,0,0,0,0,0,0
"26",0,0.249310035167984,0,"0.0816326530612245","0",0.893375481445893,0,0,0,1,0,0
"27",0,1.64824723083385,1,"0.1875","0",0.126970370465051,0,0,0,1,0,0
"28",0,-0.449512103702074,1,"0.36880644006334","0",-0.352032823897976,0,0,0,1,0,0
"29",0,-0.449152959833809,0,"0.143085765444806","0",0.893375481445893,0,0,0,1,0,0
"30",0,-0.0648690207902472,0,"0.0952380952380952","0",0.605973564828077,0,0,0,1,0,0
"31",0,-0.559769271259432,0,"0.142857142857143","1",-2.74704879571311,0,0,0,0,0,1
"32",0,0.25017198045182,0,"0.428571428571429","1",0.126970370465051,0,0,0,1,0,0
"33",0,-0.246883133226955,1,"0.504026671751344","1",0.126970370465051,0,0,0,1,0,0
"34",0,-0.0648690207902472,1,"0.142857142857143","1",-0.352032823897976,0,0,0,1,0,0
"35",0,-0.447716384360748,0,"0","1",-0.831036018261002,0,0,0,0,0,0
"36",0,-0.515235431594571,0,"0.147058823529412","0",0.446305833373735,0,0,1,0,0,0
"37",0,-1.64438375341976,1,"0.0254237288135593","0",-2.74704879571311,0,0,0,0,0,1
"38",0,2.32595171024993,1,"0.454545454545455","1",0.605973564828077,0,0,0,1,0,0
"39",0,-0.946208073512584,0,"0.571428571428571","1",1.0849767591911,0,0,1,0,0,0
"40",0,0.74559897526113,0,"0.191145258540096","1",0.446305833373735,0,1,0,1,0,0
"41",0,-0.679005035523416,0,"0","0",2.04298314791716,0,0,0,0,0,1
"42",0,-0.245446557753895,1,"0.050565555891534","0",0.893375481445893,0,0,0,1,0,0
"43",0,1.2950890937066,1,"0","0",0.446305833373735,0,0,0,1,0,0
"44",0,-0.246308503037731,1,"0.0833333333333333","0",0.893375481445893,0,0,0,1,0,0
"45",1,0.634743234589993,1,"0.411764705882353","1",0.605973564828077,0,0,0,1,0,0
"46",0,-0.247314105868873,1,"0.8","1",1.56397995355413,0,0,0,1,0,0
"47",0,-1.64534147040181,0,"0.25","1",0.126970370465051,0,0,0,1,0,0
"48",0,2.44698319385523,1,"0","0",0.605973564828077,0,0,0,1,0,0
"49",0,0.504014866541529,1,"0.456521739130435","1",0.605973564828077,0,0,0,1,0,0
"50",1,1.50889940994703,1,"0.333333333333333","1",-0.352032823897976,0,0,0,1,0,0
"51",0,1.37122759377878,1,"0.285714285714286","1",-0.67136828680666,0,0,0,0,0,0
"52",0,-0.064561183188871,0,"0.267441860465116","1",-1.78904240698705,0,0,0,1,0,0
"53",0,-0.0645098769219825,1,"0.207884171425823","0",0.605973564828077,0,0,0,1,0,0
"54",0,0.250459295546432,0,"0.222222222222222","0",0.126970370465051,0,0,0,1,0,0
"55",0,-0.449871247570338,0,"0.0434782608695652","0",0.605973564828077,0,0,0,1,0,0
"56",0,0.51550747032601,0,"0.571428571428571","1",0.605973564828077,0,0,0,1,0,0
"57",0,-0.0670238839998373,0,"1","1",1.0849767591911,0,0,0,1,0,0
"58",0,0.849870411680734,0,"0","0",0.605973564828077,0,0,0,1,0,0
"59",0,0.949209605642836,1,"0.193548387096774","0",0.126970370465051,0,0,0,1,0,0
"60",0,-0.680154295901863,1,"0.0992296722630707","1",0.893375481445893,0,0,0,1,0,0
"61",1,0.387293109355401,1,"0.391349367756538","1",-0.352032823897976,0,0,0,1,0,0
"62",0,-0.449152959833809,0,"0.0816326530612245","0",0.446305833373735,0,0,0,1,0,0
"63",0,0.249638395276109,0,"0.0557786138950001","0",-0.420461851664123,0,1,0,0,0,0
"64",0,0.249597350262596,1,"0.169230769230769","0",0.126970370465051,0,0,0,1,0,0
"65",0,-1.26081810211273,1,"0","1",-2.74704879571311,0,0,0,0,0,1
"66",0,0.100576587857172,1,"0.158536585365854","1",-1.31003921262403,0,0,0,0,0,0
"67",0,0.099618870875127,1,"0.185301327686452","1",-0.420461851664123,0,0,0,0,0,0
"68",0,-0.245159242659283,0,"0.0449261137148447","0",-1.78904240698705,0,0,1,0,0,0
"69",0,0.251895871019492,0,"0","0",-0.831036018261002,0,0,1,0,0,0
"70",0,2.32200112769901,1,"0.2","0",0.605973564828077,0,0,0,1,0,0
"71",0,0.25017198045182,1,"0.181818181818182","0",0.893375481445893,0,0,0,1,0,0
"72",0,-0.34452237954594,0,"0","0",0.446305833373735,0,0,0,1,0,0
"73",0,-0.449152959833809,0,"0.111111111111111","0",0.893375481445893,0,0,0,1,0,0
"74",0,-1.64553301379821,0,"0.118559305874006","1",-0.831036018261002,0,1,0,1,0,0
"75",0,1.76568727575651,0,"0.333333333333333","1",0.605973564828077,0,0,0,1,0,0
"76",0,-0.246883133226955,1,"0.0683760683760684","1",0.126970370465051,0,0,0,1,0,0
"77",0,2.52886799581966,1,"0.209302325581395","0",-0.192365092443634,0,1,0,1,0,0
"78",0,-0.680441610996476,1,"0.0894771117212366","0",0.126970370465051,0,1,0,1,0,0
"79",0,-0.447716384360748,0,"0","1",-1.78904240698705,0,0,0,1,0,0
"80",0,0.736021805440725,1,"0.135351809131317","0",-0.591534421079489,0,0,0,1,0,0
"81",1,0.249884665357207,0,"0.227272727272727","1",0.893375481445893,0,0,0,1,0,0
"82",0,2.47427812784338,1,"0.333333333333333","0",0.126970370465051,0,0,0,1,0,0
"83",0,-0.560056586354044,0,"0.285714285714286","1",0.126970370465051,0,0,0,1,0,0
"84",0,-1.64467106851438,0,"0.114910852786707","1",0.126970370465051,0,1,0,1,0,0
"85",0,0.37436393009786,0,"0.113207547169811","1",0.605973564828077,0,0,0,1,0,0
"86",0,-0.449152959833809,0,"0","1",-1.78904240698705,0,0,1,0,0,0
"87",0,0.3885301604572,0,"0.666666666666667","1",1.40431222209979,0,0,1,0,0,0
"88",0,-0.0637915891854521,1,"0.142857142857143","1",0.605973564828077,0,0,1,0,0,0
"89",0,1.51500485570753,1,"0.125","1",0.605973564828077,0,0,0,1,0,0
"90",0,-0.246185367997189,0,"0.0609881963536286","0",-1.78904240698705,0,0,0,1,0,0
"91",0,-0.264313582300078,0,"0.181818181818182","1",1.0849767591911,0,0,0,1,0,0
"92",1,0.249022720073371,0,"0.0769230769230769","1",0.605973564828077,0,0,0,1,0,0
"93",0,-1.87538508948782,1,"0.0526315789473684","0",0.893375481445893,0,0,0,1,0,0
"94",0,-0.0641507330537178,1,"0.0769230769230769","1",0.605973564828077,0,0,0,1,0,0
"95",0,-0.448674101342793,0,"0","1",-1.78904240698705,0,0,0,1,0,0
"96",0,0.514789182589479,0,"0","1",1.56397995355413,0,0,0,1,0,0
"97",0,-1.64582032889282,1,"0.0921390896055403","1",0.126970370465051,0,1,0,1,0,0
"98",0,0.850468984794514,1,"0.166666666666667","0",0.126970370465051,0,0,0,1,0,0
"99",0,-0.945130641907789,0,"0.107306764820181","0",-0.591534421079489,0,0,0,1,0,0
"100",0,-0.0641507330537178,1,"0.0875","0",0.893375481445893,0,0,0,1,0,0
"101",0,-0.946495388607195,0,"0","0",0.126970370465051,0,0,0,1,0,0
"102",0,-0.0645098769219825,1,"0.142857142857143","0",-0.352032823897976,0,0,1,0,0,0
"103",1,0.375109844285794,0,"0.25","1",0.274355968730597,0,0,1,0,0,0
"104",0,0.100337158611657,1,"0.0990013097215205","0",1.40431222209979,0,0,1,0,0,0
"105",0,-1.26297296532232,0,"0.666666666666667","1",-0.352032823897976,0,0,0,1,0,0
"106",0,-0.246236674264078,0,"0.142857142857143","1",-0.352032823897976,0,0,0,1,0,0
"107",0,-0.448793815965543,0,"0.16","0",0.605973564828077,0,0,0,1,0,0
"108",0,0.515610082859801,0,"0.16374269005848","1",-0.420461851664123,0,1,0,0,0,0
"109",0,-0.680441610996476,1,"0","1",-1.78904240698705,0,0,0,1,0,0
"110",0,-0.246116959641328,0,"0.036036036036036","0",1.0849767591911,0,0,0,1,0,0
"111",0,0.51550747032601,0,"0.0347508097687801","0",-0.192365092443634,0,0,1,0,0,0
"112",0,0.939656378746987,1,"0.166666666666667","1",0.605973564828077,0,0,0,1,0,0
"113",1,0.841131244219624,0,"0.125","1",-0.192365092443634,0,0,0,0,0,0
"114",0,0.100337158611657,1,"0.130434782608696","1",-1.07053761544252,0,0,0,1,0,0
"115",1,-0.0645098769219825,1,"0.25","1",0.605973564828077,0,0,0,1,0,0
"116",0,0.635174207231911,1,"0.285714285714286","1",0.893375481445893,0,0,0,1,0,0
"117",0,0.249980437055417,0,"0.28","1",0.446305833373735,0,0,0,1,0,0
"118",0,-0.0663055962633079,0,"0.143126186589627","1",0.605973564828077,0,0,0,1,0,0
"119",0,-0.679005035523416,0,"0.333333333333333","1",1.0849767591911,0,0,0,1,0,0
"120",0,-1.25909421154506,0,"0.25","1",0.893375481445893,0,0,0,1,0,0
"121",0,-0.678286747786885,0,"0.121576446430214","0",0.286638101919393,0,0,0,1,0,0
"122",0,0.250459295546432,1,"0.2","0",0.446305833373735,0,0,0,1,0,0
"123",0,-0.680031160861321,0,"0.151545374036076","0",-1.78904240698705,0,0,1,0,0,0
"124",0,1.29520880832935,1,"0.142857142857143","0",-0.352032823897976,0,0,0,1,0,0
"125",0,0.25017198045182,0,"0","0",1.0849767591911,0,0,1,0,0,0
"126",0,0.940254951860767,0,"0.112815449127301","0",-0.352032823897976,0,0,1,0,0,0
"127",0,0.235734396947566,0,"0.04","0",0.605973564828077,0,0,1,0,0,0
"128",0,0.949113833944627,1,"0","0",0.126970370465051,0,0,0,1,0,0
"129",0,0.746077833752146,1,"0.166666666666667","1",0.126970370465051,0,0,0,1,0,0
"130",0,-0.262398148336003,1,"0","0",-0.831036018261002,0,1,0,1,0,0
"131",0,-4.05064767079533,0,"0","0",-0.831036018261002,0,0,0,0,0,1
"132",0,-0.0641507330537178,0,"0.218294357795714","0",0.893375481445893,0,0,0,1,0,0
"133",0,0.099618870875127,1,"0.0714285714285714","0",0.893375481445893,0,0,0,1,0,0
"134",0,-0.44944027492842,0,"0.416666666666667","1",0.893375481445893,0,0,0,1,0,0
"135",0,-0.245877530395813,1,"0","1",0.605973564828077,0,0,0,1,0,0
"136",0,-1.64869347983894,1,"0","0",0.605973564828077,0,0,0,1,0,0
"137",0,1.04225181044803,1,"0.313596077818222","0",0.84547516200959,0,0,1,0,0,0
"138",0,0.623968918542042,0,"0.333333333333333","1",0.605973564828077,0,0,0,1,0,0
"139",0,-1.44218575558656,0,"0.239663731312772","1",-0.352032823897976,0,0,1,0,0,0
"140",0,0.099618870875127,0,"0.2","0",0.605973564828077,0,0,0,1,0,0
"141",0,-1.25794495116661,0,"0.125","1",0.126970370465051,0,0,0,1,0,0
"142",0,0.948634975453612,1,"0.233516853267836","1",-0.420461851664123,0,0,0,0,0,0
"143",0,-0.0659464523950422,0,"0","0",0.605973564828077,0,0,0,1,0,0
"144",0,-1.87193730835247,1,"0.159903846247706","0",0.893375481445893,0,0,0,1,0,0
"145",0,-0.0648690207902472,0,"0.032258064516129","0",0.605973564828077,0,0,0,1,0,0
"146",0,-0.946208073512584,0,"0.122820215588464","0",0.893375481445893,0,1,0,1,0,0
"147",0,-0.945633443323359,0,"0.0546195027509881","0",0.893375481445893,0,0,0,1,0,0
"148",0,0.375441361702655,0,"0.152777777777778","1",-0.831036018261002,0,0,0,1,0,0
"149",0,-0.0648690207902472,1,"0.156332675378113","0",0.605973564828077,0,0,0,1,0,0
"150",0,-1.25880689645045,0,"0.0864197530864197","0",0.893375481445893,0,0,0,1,0,0
"151",0,-0.678765606277901,0,"0","1",-1.78904240698705,0,0,0,1,0,0
"152",0,0.948922290548224,1,"0.156454871440879","0",0.222771009337656,0,1,0,1,0,0
"153",0,-0.24641624619821,1,"0.19009140112338","1",-1.78904240698705,0,0,0,1,0,0
"154",0,0.250100151678166,1,"0.0909090909090909","1",-0.352032823897976,1,0,0,0,0,1
"155",0,-1.64438375341976,1,"0","0",-0.112531226716462,0,0,0,1,0,0
"156",0,0.099618870875127,0,"0.5","1",-1.78904240698705,0,0,1,0,0,0
"157",0,-0.245159242659283,1,"0","1",1.0849767591911,0,0,0,1,0,0
"158",0,0.634024946853462,1,"1","1",-1.78904240698705,0,0,0,1,0,0
"159",0,0.94925065065635,0,"0.159522799927637","0",-0.420461851664123,0,0,0,0,0,0
"160",1,-0.246595818132343,0,"0","0",2.04298314791716,0,0,0,1,0,0
"161",0,-0.062714157580657,0,"0","1",0.126970370465051,0,0,0,1,0,0
"162",0,-0.246236674264078,0,"0.114217033034076","0",0.605973564828077,0,0,0,1,0,0
"163",0,0.745790518657535,1,"0.0816326530612245","0",0.893375481445893,0,0,0,1,0,0
"164",0,1.82925574043942,1,"0.5","1",-0.831036018261002,0,0,0,1,0,0
"165",0,1.82987141564216,0,"0","0",-1.78904240698705,0,0,1,0,0,0
"166",0,-0.0645098769219825,0,"0","1",-0.352032823897976,0,0,1,0,0,0
"167",0,0.249980437055417,1,"0.166666666666667","1",0.765641296282419,0,0,0,1,0,0
"168",0,0.387652253223666,0,"0.5","1",1.24464449064545,0,0,1,0,0,0
"169",0,1.13108006053224,1,"0","1",-0.67136828680666,0,0,0,0,0,0
"170",0,-1.25938152663967,0,"0.120689655172414","0",-2.74704879571311,0,0,0,0,0,1
"171",0,0.51550747032601,0,"0.103848795866423","0",0.605973564828077,0,0,0,1,0,0
"172",0,-0.680154295901863,0,"0.15","1",0.893375481445893,0,0,0,1,0,0
"173",0,0.634743234589993,1,"0.111111111111111","0",-0.352032823897976,0,0,0,1,0,0
"174",0,-0.449152959833809,0,"0","1",2.04298314791716,0,0,0,1,0,0
"175",0,-0.248032393605403,1,"0","1",2.04298314791716,0,0,0,1,0,0
"176",0,0.250459295546432,1,"0.181818181818182","1",0.605973564828077,0,0,0,1,0,0
"177",0,0.387795910770971,0,"0.175549307707566","0",0.893375481445893,0,1,0,1,0,0
"178",0,-0.450589535306869,0,"0","1",2.04298314791716,0,0,0,1,0,0
"179",0,1.13072091666397,0,"0.142857142857143","1",-0.352032823897976,0,0,1,0,0,0
"180",0,-0.945058813134135,0,"0.2","1",0.893375481445893,0,0,0,1,0,0
"181",0,-0.449631818324823,0,"0","1",1.40431222209979,0,0,0,1,0,0
"182",0,0.635102378458257,0,"0.142857142857143","0",0.605973564828077,0,0,0,1,0,0
"183",0,0.100632924150226,0,"0.0903149262957192","0",1.25403671014276,0,0,1,0,0,0
"184",0,-0.678717720428804,0,"0","0",0.893375481445893,0,0,0,1,0,0
"185",0,-0.449631818324823,0,"0.219989806353571","1",0.446305833373735,0,1,0,1,0,0
"186",0,1.21559858419726,1,"0","0",-0.67136828680666,0,0,0,0,0,0
"187",0,-0.246390593064759,1,"0.455020590771156","1",0.53754453706193,0,1,1,0,0,0
"188",0,1.04201238120251,1,"0","1",-0.831036018261002,0,0,0,1,0,0
"189",0,-1.43931260464044,0,"0.289413689715363","1",-0.352032823897976,0,0,0,1,0,0
"190",0,2.30418759183307,0,"0.333333333333333","1",-1.02263729600621,0,0,0,0,0,0
"191",0,0.375082217834391,1,"0.324324324324324","1",0.605973564828077,0,0,0,1,0,0
"192",0,1.82961488430768,1,"0.273397166517777","1",0.446305833373735,0,1,0,1,0,0
"193",0,-1.26081810211273,0,"0.5","1",0.126970370465051,0,0,0,1,0,0
"194",0,0.850342969402134,0,"0.119783652139833","0",0.379077314866644,0,0,1,0,0,0
"195",0,-0.680728926091087,0,"0.0863904264081593","0",0.126970370465051,0,0,0,1,0,0
"196",0,-0.24487192756467,1,"0.0869565217391304","0",0.893375481445893,0,0,0,1,0,0
"197",0,-0.448075528229014,0,"0.0714285714285714","0",0.605973564828077,0,0,0,1,0,0
"198",0,1.5155076571231,1,"0.0731707317073171","0",0.893375481445893,0,0,0,1,0,0
"199",0,2.09550106144654,1,"0.115384615384615","1",-0.352032823897976,0,0,0,1,0,0
"200",0,1.51608228731233,1,"0","0",0.126970370465051,0,0,0,1,0,0
"201",0,0.249741007809902,1,"0","1",0.605973564828077,0,0,0,1,0,0
"202",0,-0.064561183188871,1,"0.0343735897386936","0",-1.92590046251935,0,0,0,1,0,0
"203",0,-0.0641507330537178,1,"0.125269440290607","0",1.0849767591911,0,0,0,1,0,0
"204",0,-0.448578329644584,0,"0.111111111111111","1",0.126970370465051,0,0,0,1,0,0
"205",0,0.388370540960195,0,"0.333333333333333","1",-0.591534421079489,0,0,0,1,0,0
"206",0,-0.449727590023033,1,"0.118426206249966","0",0.893375481445893,0,0,0,1,0,0
"207",0,-0.0634324453171874,1,"0.555555555555556","1",0.605973564828077,0,0,0,1,0,0
"208",0,-1.26225467758579,1,"0","0",-2.74704879571311,0,0,0,0,0,1
"209",0,0.948634975453612,1,"0","0",-0.831036018261002,0,0,0,1,0,0
"210",1,0.634024946853462,1,"0","0",0.126970370465051,0,0,0,1,0,0
"211",0,-0.0813896387304379,1,"0","1",0.126970370465051,0,0,0,1,0,0
"212",0,1.13036177279571,1,"0.178571428571429","1",-1.31003921262403,0,0,0,0,0,0
"213",0,-0.246595818132343,0,"0.101634490732133","0",-1.78904240698705,0,0,0,1,0,0
"214",0,0.515815307927386,0,"0.0556939811811271","0",-0.420461851664123,0,0,0,0,0,0
"215",0,1.13108006053224,0,"0.25","0",-0.352032823897976,0,0,0,1,0,0
"216",0,0.745838404506631,0,"0.120149489072514","0",-0.192365092443634,0,0,0,0,0,0
"217",0,2.32602353902358,0,"0.306818181818182","0",-0.639434740515791,0,1,0,1,0,0
"218",0,-1.26081810211273,1,"0.16108230426954","1",0.126970370465051,0,1,0,1,0,0
"219",0,0.374723073966125,0,"0.4375","1",0.0585413426989039,0,0,1,0,0,0
"220",1,0.515148326457744,1,"0.260869565217391","1",0.00721957187429415,0,0,1,0,0,0
"221",0,-0.246883133226955,0,"0.175807799282275","0",-0.639434740515791,0,1,1,0,0,0
"222",0,0.389807116433256,1,"0","0",2.04298314791716,0,0,1,0,0,0
"223",0,-0.681878186469535,1,"0","1",-1.78904240698705,0,0,0,1,0,0
"224",0,-0.248032393605403,0,"0","1",2.04298314791716,0,0,0,1,0,0
"225",1,0.634384090721728,1,"0.135351809131317","0",0.605973564828077,0,0,0,1,0,0
"226",0,2.70987650542522,0,"0.162573808340621","0",-0.192365092443634,0,1,0,0,1,0
"227",0,1.04201238120251,0,"0.254748775065662","1",0.605973564828077,0,0,0,1,0,0
"228",0,-0.246021187943119,0,"0.0476190476190476","0",0.893375481445893,0,0,0,1,0,0
"229",0,0.745718689883881,0,"0","0",-1.07053761544252,0,0,1,0,0,0
"230",0,1.13108006053224,0,"0.375","1",0.893375481445893,0,0,0,1,0,0
"231",0,1.12246060769388,1,"0","1",-0.352032823897976,1,0,0,0,0,1
"232",0,-0.448003699455361,0,"0.0657894736842105","0",0.893375481445893,0,0,0,1,0,0
"233",0,1.12246060769388,0,"0.166666666666667","1",0.126970370465051,0,0,1,0,0,0
"234",0,1.13108006053224,1,"0","1",-0.352032823897976,0,0,0,1,0,0
"235",0,-2.14115155200393,0,"0.0947394807165382","0",0.126970370465051,0,0,1,0,0,0
"236",0,0.900958626941432,0,"0.204545454545455","1",0.0670949711696725,0,0,1,0,0,0
"237",0,0.634024946853462,1,"0.330048471540045","0",0.126970370465051,0,0,0,1,0,0
"238",0,-0.679005035523416,0,"1","1",0.126970370465051,0,0,1,0,0,0
"239",0,-0.67924446476893,0,"0.154225263522303","1",0.446305833373735,0,0,0,1,0,0
"240",0,-0.448434672097279,0,"0.23943661971831","1",0.605973564828077,0,0,0,1,0,0
"241",0,-0.246021187943119,0,"0.125291946089517","0",0.126970370465051,0,0,0,1,0,0
"242",0,-1.64653861662935,0,"0.12379867644319","1",0.605973564828077,0,0,0,1,0,0
"243",0,0.850708414040015,0,"0.205590659461337","1",-0.67136828680666,0,0,0,0,0,0
"244",0,2.64092088271834,1,"0.234809620653923","1",-1.59744112924184,0,0,0,0,0,0
"245",0,-0.246595818132343,1,"0.333333333333333","1",1.0849767591911,0,0,0,1,0,0
"246",0,-2.13928400388895,0,"0.129560186175761","1",-0.352032823897976,0,0,0,1,0,0
"247",0,-1.44240124190752,1,"0.100374215398048","0",0.126970370465051,0,0,0,1,0,0
"248",0,-0.945181948174677,0,"0.129127271546586","0",-1.92590046251935,0,1,1,0,0,0
"249",0,-1.25866323890314,0,"0.234809620653923","1",0.605973564828077,0,0,0,1,0,0
"250",0,-0.67948389401443,0,"0.0668425744204832","0",0.446305833373735,0,1,0,1,0,0
"251",0,1.82925574043942,1,"0.410367348858665","1",0.126970370465051,0,0,0,1,0,0
"252",0,-0.679005035523416,0,"0.298771587342341","1",-0.352032823897976,0,0,0,1,0,0
"253",0,-0.246236674264078,0,"0.0952380952380952","0",0.605973564828077,0,0,0,1,0,0
"254",0,-0.680441610996476,0,"0.0666666666666667","0",2.04298314791716,0,0,0,0,0,1
"255",0,-0.246595818132343,0,"0.0647911368741319","0",-1.78904240698705,0,0,0,1,0,0
"256",0,-0.947644648985643,0,"0.156393933792129","1",0.126970370465051,0,1,0,1,0,0
"257",0,1.71001997617543,1,"0.230769230769231","1",0.126970370465051,0,0,0,1,0,0
"258",0,-0.0652281646585129,1,"0.169832516710442","1",0.605973564828077,0,0,0,1,0,0
"259",0,-0.245733872848506,0,"0.0242811532797086","0",0.893375481445893,0,0,0,1,0,0
"260",0,-1.87639069231896,0,"0.0415073775788087","0",0.446305833373735,0,0,0,1,0,0
"261",0,-0.678430405334191,0,"0.101325391038127","0",0.893375481445893,0,0,0,1,0,0
"262",0,-0.0638634179591054,0,"0.102040816326531","0",0.126970370465051,0,0,0,1,0,0
"263",0,-0.248032393605403,0,"0.0963855421686747","0",0.605973564828077,0,0,0,1,0,0
"264",0,0.388370540960195,1,"0.133333333333333","1",0.126970370465051,0,0,0,1,0,0
"265",0,-0.679723323259945,0,"0.192307692307692","0",-0.352032823897976,0,0,0,1,0,0
"266",0,-0.450230391438604,0,"0.222222222222222","1",0.605973564828077,0,0,0,1,0,0
"267",0,-0.449152959833809,0,"0.226666666666667","1",0.605973564828077,0,0,0,1,0,0
"268",0,-0.0648690207902472,1,"0.186046511627907","0",0.446305833373735,0,0,0,1,0,0
"269",0,0.249381863941637,1,"0.0769230769230769","1",0.605973564828077,0,0,0,1,0,0
"270",0,0.623609774673777,1,"0.453280551081949","1",0.605973564828077,0,0,0,1,0,0
"271",0,-0.514277714612526,0,"0.117647058823529","0",0.446305833373735,0,0,1,0,0,0
"272",0,1.71088192145927,0,"0.0760152122140702","0",-0.639434740515791,0,0,0,1,0,0
"273",0,0.634503805344478,1,"0.2","1",0.126970370465051,0,0,0,1,0,0
"274",0,0.0998583001206419,0,"0.203703703703704","1",-0.192365092443634,1,0,0,0,0,1
"275",0,-0.246595818132343,0,"0","0",-0.352032823897976,0,0,0,1,0,0
"276",0,0.249741007809902,0,"0.18581908282132","0",1.24464449064545,0,0,1,0,0,0
"277",0,-0.945130641907789,1,"0.0833333333333333","1",-0.831036018261002,0,0,1,0,0,0
"278",0,-1.6440246095515,1,"0.115384615384615","1",-0.352032823897976,0,0,0,1,0,0
"279",0,-0.0652281646585129,1,"0.147540983606557","1",0.605973564828077,0,0,0,1,0,0
"280",0,-0.246308503037731,1,"0.175304300305622","1",-0.25623218502537,0,1,0,1,0,0
"281",0,-0.0655873085267775,1,"0","1",0.126970370465051,0,0,0,1,0,0
"282",0,-0.450110676815853,0,"0.5","1",-0.192365092443634,0,0,0,1,0,0
"283",1,1.53619434393517,0,"0","0",-0.352032823897976,0,0,0,1,0,0
"284",0,-0.679005035523416,0,"0","1",2.04298314791716,0,0,0,1,0,0
"285",0,-2.14036143549374,0,"0.0538529729828511","1",-0.352032823897976,0,0,0,1,0,0
"286",0,0.250746610641043,0,"0.2","1",0.893375481445893,0,0,0,1,0,0
"287",0,-0.246595818132343,0,"0","1",-1.78904240698705,0,0,1,0,0,0
"288",0,-0.0644380481483291,1,"0.253671602946311","1",0.126970370465051,0,0,0,1,0,0
"289",0,1.51464571183927,1,"0","1",-1.31003921262403,0,0,0,0,0,0
"290",0,3.72409878940561,1,"0.25","0",-0.352032823897976,0,0,0,1,0,0
"291",0,0.504014866541529,1,"0.454545454545455","1",-0.352032823897976,0,0,0,1,0,0
"292",0,0.388131111714681,1,"0.488979525415914","1",-0.192365092443634,0,1,0,1,0,0
"293",0,0.387652253223666,1,"0.136986301369863","0",-0.192365092443634,0,0,0,1,0,0
"294",0,1.0422176062701,0,"0.17378749723497","1",-0.420461851664123,0,0,0,0,0,0
"295",0,0.504733154278059,1,"0.0909090909090909","0",0.605973564828077,0,0,0,1,0,0
"296",0,-0.470701591929709,0,"0.25","1",-0.352032823897976,0,0,0,1,0,0
"297",0,2.52886799581966,0,"0.380317122131869","1",-1.02263729600621,0,0,0,0,0,0
"298",0,-0.449727590023033,1,"0.0633861870219782","0",0.126970370465051,0,0,0,1,0,0
"299",0,1.04201238120251,0,"0","1",-1.78904240698705,0,0,0,1,0,0
"300",0,-0.944412354171258,0,"0.119685062111213","0",0.605973564828077,0,0,0,1,0,0
"301",0,-0.449512103702074,0,"0.0869565217391304","0",0.605973564828077,0,0,0,1,0,0
"302",0,-1.64668227417666,0,"0.103886638842315","0",0.126970370465051,0,1,0,1,0,0
"303",0,-2.45604889569869,0,"0","0",-2.74704879571311,0,0,0,0,0,1
"304",0,-0.448578329644584,1,"0.4","1",0.893375481445893,0,0,0,1,0,0
"305",0,-0.449871247570338,0,"0","1",1.0849767591911,0,0,0,1,0,0
